# #stocks, #noise, #price, #walk, #kn, #action,#timestep
6663,-106,-0.587,3777,2131,buy,1973
6555,-33,-0.089,3671,2023,buy,1974
6518,61,-0.084,3638,1986,sell,1975
6580,-54,-0.525,3699,2048,buy,1976
6524,3,-0.085,3645,1992,sell,1977
6528,-184,-0.489,3648,1996,buy,1978
6336,-39,-0.064,3464,1804,buy,1979
6285,-23,-0.058,3425,1753,buy,1980
6260,-49,-0.056,3402,1728,buy,1981
6205,-4,-0.051,3353,1673,buy,1982
6195,134,-0.05,3349,1663,sell,1983
6330,-175,-0.403,3483,1798,buy,1984
6154,53,-0.045,3308,1622,sell,1985
6209,-170,-0.356,3361,1677,buy,1986
6037,-154,-0.035,3191,1505,buy,1987
5872,207,-0.021,3037,1340,sell,1988
6079,33,-0.315,3244,1547,sell,1989
6114,-38,-0.326,3277,1582,buy,1990
6073,-162,-0.038,3239,1541,buy,1991
5911,-53,-0.024,3077,1379,buy,1992
5853,72,-0.019,3024,1321,sell,1993
5926,-75,-0.063,3096,1394,buy,1994
5838,-189,-0.018,3021,1306,buy,1995
5644,29,-0.004,2832,1112,sell,1996
5673,130,-0.017,2861,1141,sell,1997
5803,-132,-0.219,2991,1271,buy,1998
5663,81,-0.006,2859,1131,sell,1999
5746,12,-0.035,2940,1214,sell,2000
5760,40,-0.038,2952,1228,sell,2001
